x 	 y 	 bbx 	 bby 	 bbz
1.35	-2	0	0	0
1.36	-2	0	0	0
1.37	-2	0	0	0
1.38	-2	0	0	0
1.39	-2	0	0	0
1.4	-2	0	0	0
0.2	-1.99	0	0	0
0.21	-1.99	0	0	0
0.22	-1.99	0	0	0
0.23	-1.99	0	0	0
0.24	-1.99	0	0	0
0.25	-1.99	0	0	0
0.26	-1.99	0	0	0
0.27	-1.99	0	0	0
0.28	-1.99	0	0	0
0.29	-1.99	0	0	0
0.3	-1.99	0	0	0
0.31	-1.99	0	0	0
0.32	-1.99	0	0	0
0.33	-1.99	0	0	0
0.34	-1.99	0	0	0
0.35	-1.99	0	0	0
0.36	-1.99	0	0	0
0.37	-1.99	0	0	0
0.38	-1.99	0	0	0
0.39	-1.99	0	0	0
0.4	-1.99	0	0	0
0.41	-1.99	0	0	0
0.42	-1.99	0	0	0
0.43	-1.99	0	0	0
0.44	-1.99	0	0	0
0.45	-1.99	0	0	0
0.46	-1.99	0	0	0
0.47	-1.99	0	0	0
0.48	-1.99	0	0	0
0.49	-1.99	0	0	0
0.5	-1.99	0	0	0
0.51	-1.99	0	0	0
0.52	-1.99	0	0	0
0.53	-1.99	0	0	0
0.54	-1.99	0	0	0
0.55	-1.99	0	0	0
0.56	-1.99	0	0	0
0.57	-1.99	0	0	0
0.58	-1.99	0	0	0
0.59	-1.99	0	0	0
0.6	-1.99	0	0	0
0.61	-1.99	0	0	0
0.62	-1.99	0	0	0
0.63	-1.99	0	0	0
0.64	-1.99	0	0	0
0.65	-1.99	0	0	0
0.66	-1.99	0	0	0
0.67	-1.99	0	0	0
0.68	-1.99	0	0	0
0.69	-1.99	0	0	0
0.7	-1.99	0	0	0
0.71	-1.99	0	0	0
0.72	-1.99	0	0	0
0.73	-1.99	0	0	0
0.74	-1.99	0	0	0
0.75	-1.99	0	0	0
0.76	-1.99	0	0	0
0.77	-1.99	0	0	0
0.78	-1.99	0	0	0
0.79	-1.99	0	0	0
0.8	-1.99	0	0	0
0.81	-1.99	0	0	0
0.82	-1.99	0	0	0
0.83	-1.99	0	0	0
0.84	-1.99	0	0	0
0.85	-1.99	0	0	0
0.86	-1.99	0	0	0
0.87	-1.99	0	0	0
0.88	-1.99	0	0	0
0.89	-1.99	0	0	0
0.9	-1.99	0	0	0
0.91	-1.99	0	0	0
0.92	-1.99	0	0	0
0.93	-1.99	0	0	0
0.94	-1.99	0	0	0
0.95	-1.99	0	0	0
0.96	-1.99	0	0	0
0.97	-1.99	0	0	0
0.98	-1.99	0	0	0
0.99	-1.99	0	0	0
1	-1.99	0	0	0
1.01	-1.99	0	0	0
1.02	-1.99	0	0	0
1.03	-1.99	0	0	0
1.04	-1.99	0	0	0
1.05	-1.99	0	0	0
1.06	-1.99	0	0	0
1.07	-1.99	0	0	0
1.08	-1.99	0	0	0
1.09	-1.99	0	0	0
1.1	-1.99	0	0	0
1.11	-1.99	0	0	0
1.12	-1.99	0	0	0
1.13	-1.99	0	0	0
1.14	-1.99	0	0	0
1.15	-1.99	0	0	0
1.16	-1.99	0	0	0
1.17	-1.99	0	0	0
1.18	-1.99	0	0	0
1.19	-1.99	0	0	0
1.2	-1.99	0	0	0
1.21	-1.99	0	0	0
1.22	-1.99	0	0	0
1.23	-1.99	0	0	0
1.24	-1.99	0	0	0
1.25	-1.99	0	0	0
1.26	-1.99	0	0	0
1.27	-1.99	0	0	0
1.28	-1.99	0	0	0
1.29	-1.99	0	0	0
1.3	-1.99	0	0	0
1.31	-1.99	0	0	0
1.32	-1.99	0	0	0
1.33	-1.99	0	0	0
1.34	-1.99	0	0	0
1.35	-1.99	0	0	0
1.36	-1.99	0	0	0
1.37	-1.99	0	0	0
1.38	-1.99	0	0	0
1.39	-1.99	0	0	0
1.4	-1.99	0	0	0
0.2	-1.98	0	0	0
0.21	-1.98	0	0	0
0.22	-1.98	0	0	0
0.23	-1.98	0	0	0
0.24	-1.98	0	0	0
0.25	-1.98	0	0	0
0.26	-1.98	0	0	0
0.27	-1.98	0	0	0
0.28	-1.98	0	0	0
0.29	-1.98	0	0	0
0.3	-1.98	0	0	0
0.31	-1.98	0	0	0
0.32	-1.98	0	0	0
0.33	-1.98	0	0	0
0.34	-1.98	0	0	0
0.35	-1.98	0	0	0
0.36	-1.98	0	0	0
0.37	-1.98	0	0	0
0.38	-1.98	0	0	0
0.39	-1.98	0	0	0
0.4	-1.98	0	0	0
0.41	-1.98	0	0	0
0.42	-1.98	0	0	0
0.43	-1.98	0	0	0
0.44	-1.98	0	0	0
0.45	-1.98	0	0	0
0.46	-1.98	0	0	0
0.47	-1.98	0	0	0
0.48	-1.98	0	0	0
0.49	-1.98	0	0	0
0.5	-1.98	0	0	0
0.51	-1.98	0	0	0
0.52	-1.98	0	0	0
0.53	-1.98	0	0	0
0.54	-1.98	0	0	0
0.55	-1.98	0	0	0
0.56	-1.98	0	0	0
0.57	-1.98	0	0	0
0.58	-1.98	0	0	0
0.59	-1.98	0	0	0
0.6	-1.98	0	0	0
0.61	-1.98	0	0	0
0.62	-1.98	0	0	0
0.63	-1.98	0	0	0
0.64	-1.98	0	0	0
0.65	-1.98	0	0	0
0.66	-1.98	0	0	0
0.67	-1.98	0	0	0
0.68	-1.98	0	0	0
0.69	-1.98	0	0	0
0.7	-1.98	0	0	0
0.71	-1.98	0	0	0
0.72	-1.98	0	0	0
0.73	-1.98	0	0	0
0.74	-1.98	0	0	0
0.75	-1.98	0	0	0
0.76	-1.98	0	0	0
0.77	-1.98	0	0	0
0.78	-1.98	0	0	0
0.79	-1.98	0	0	0
0.8	-1.98	0	0	0
0.81	-1.98	0	0	0
0.82	-1.98	0	0	0
0.83	-1.98	0	0	0
0.84	-1.98	0	0	0
0.85	-1.98	0	0	0
0.86	-1.98	0	0	0
0.87	-1.98	0	0	0
0.88	-1.98	0	0	0
0.89	-1.98	0	0	0
0.9	-1.98	0	0	0
0.91	-1.98	0	0	0
0.92	-1.98	0	0	0
0.93	-1.98	0	0	0
0.94	-1.98	0	0	0
0.95	-1.98	0	0	0
0.96	-1.98	0	0	0
0.97	-1.98	0	0	0
0.98	-1.98	0	0	0
0.99	-1.98	0	0	0
1	-1.98	0	0	0
1.01	-1.98	0.0149905	-0.0474663	0.376546
1.02	-1.98	0.0152857	-0.0472242	0.374707
1.03	-1.98	0.0157397	-0.0469138	0.372015
1.04	-1.98	0.016352	-0.0465244	0.368448
1.05	-1.98	0.0170394	-0.0460861	0.364439
1.06	-1.98	0.0177024	-0.0456445	0.36053
1.07	-1.98	0.0183085	-0.0452171	0.356905
1.08	-1.98	0.018872	-0.044798	0.353487
1.09	-1.98	0.0194082	-0.0443801	0.350193
1.1	-1.98	0.0199245	-0.0439606	0.346981
1.11	-1.98	0.0204232	-0.0435392	0.34384
1.12	-1.98	0.0209046	-0.0431171	0.340768
1.13	-1.98	0.0213688	-0.0426949	0.33776
1.14	-1.98	0.0218178	-0.0422715	0.334803
1.15	-1.98	0.0222557	-0.0418432	0.331869
1.16	-1.98	0.0226868	-0.0414043	0.328923
1.17	-1.98	0.0231093	-0.0409507	0.325965
1.18	-1.98	0.0235096	-0.0404879	0.323064
1.19	-1.98	0.0238679	-0.0400323	0.320347
1.2	-1.98	0.0241746	-0.039599	0.317897
1.21	-1.98	0.0244392	-0.0391905	0.315689
1.22	-1.98	0.0246833	-0.0387955	0.313614
1.23	-1.98	0.0249289	-0.0383974	0.311541
1.24	-1.98	0.0251902	-0.0379816	0.309376
1.25	-1.98	0.0254709	-0.0375394	0.307079
1.26	-1.98	0.0257632	-0.0370681	0.304662
1.27	-1.98	0.0260506	-0.0365734	0.302194
1.28	-1.98	0.0263105	-0.0360755	0.299804
1.29	-1.98	0.026521	-0.035611	0.297672
1.3	-1.98	0	0	0
1.31	-1.98	0.0267659	-0.0348957	0.294621
1.32	-1.98	0	0	0
1.33	-1.98	0	0	0
1.34	-1.98	0	0	0
1.35	-1.98	0	0	0
1.36	-1.98	0	0	0
1.37	-1.98	0	0	0
1.38	-1.98	0	0	0
1.39	-1.98	0	0	0
1.4	-1.98	0	0	0
0.2	-1.97	0	0	0
0.21	-1.97	0	0	0
0.22	-1.97	0	0	0
0.23	-1.97	0	0	0
0.24	-1.97	0	0	0
0.25	-1.97	0	0	0
0.26	-1.97	0	0	0
0.27	-1.97	0	0	0
0.28	-1.97	0	0	0
0.29	-1.97	0	0	0
0.3	-1.97	0	0	0
0.31	-1.97	0	0	0
0.32	-1.97	0	0	0
0.33	-1.97	0	0	0
0.34	-1.97	0	0	0
0.35	-1.97	0	0	0
0.36	-1.97	0	0	0
0.37	-1.97	0	0	0
0.38	-1.97	0	0	0
0.39	-1.97	0	0	0
0.4	-1.97	0	0	0
0.41	-1.97	0	0	0
0.42	-1.97	0	0	0
0.43	-1.97	0	0	0
0.44	-1.97	0	0	0
0.45	-1.97	0	0	0
0.46	-1.97	0	0	0
0.47	-1.97	0	0	0
0.48	-1.97	0	0	0
0.49	-1.97	0	0	0
0.5	-1.97	0	0	0
0.51	-1.97	0	0	0
0.52	-1.97	0	0	0
0.53	-1.97	0	0	0
0.54	-1.97	0	0	0
0.55	-1.97	0	0	0
0.56	-1.97	0	0	0
0.57	-1.97	0	0	0
0.58	-1.97	0	0	0
0.59	-1.97	0	0	0
0.6	-1.97	0	0	0
0.61	-1.97	0	0	0
0.62	-1.97	0	0	0
0.63	-1.97	0	0	0
0.64	-1.97	0	0	0
0.65	-1.97	0	0	0
0.66	-1.97	0	0	0
0.67	-1.97	0	0	0
0.68	-1.97	0	0	0
0.69	-1.97	0	0	0
0.7	-1.97	0	0	0
0.71	-1.97	0	0	0
0.72	-1.97	0	0	0
0.73	-1.97	0	0	0
0.74	-1.97	0	0	0
0.75	-1.97	0	0	0
0.76	-1.97	0	0	0
0.77	-1.97	0	0	0
0.78	-1.97	0	0	0
0.79	-1.97	0	0	0
0.8	-1.97	0	0	0
0.81	-1.97	0	0	0
0.82	-1.97	0	0	0
0.83	-1.97	0	0	0
0.84	-1.97	0	0	0
0.85	-1.97	0	0	0
0.86	-1.97	0	0	0
0.87	-1.97	0	0	0
0.88	-1.97	0	0	0
0.89	-1.97	0	0	0
0.9	-1.97	0	0	0
0.91	-1.97	0	0	0
0.92	-1.97	0	0	0
0.93	-1.97	0	0	0
0.94	-1.97	0	0	0
0.95	-1.97	0	0	0
0.96	-1.97	0	0	0
0.97	-1.97	0	0	0
0.98	-1.97	0	0	0
0.99	-1.97	0	0	0
1	-1.97	0	0	0
1.01	-1.97	0.0151769	-0.0479468	0.376858
1.02	-1.97	0.0154937	-0.0476662	0.374862
1.03	-1.97	0.0159776	-0.0473319	0.372022
1.04	-1.97	0.0166149	-0.0469342	0.368371
1.05	-1.97	0.0173133	-0.0464975	0.364363
1.06	-1.97	0.0179788	-0.0460576	0.360491
1.07	-1.97	0.0185866	-0.0456277	0.356891
1.08	-1.97	0.0191526	-0.0452033	0.353485
1.09	-1.97	0.0196916	-0.0447789	0.350195
1.1	-1.97	0.0202101	-0.0443525	0.346988
1.11	-1.97	0.0207103	-0.0439242	0.343851
1.12	-1.97	0.0211926	-0.0434949	0.340783
1.13	-1.97	0.0216582	-0.0430649	0.337774
1.14	-1.97	0.0221104	-0.0426332	0.334808
1.15	-1.97	0.0225537	-0.0421968	0.331857
1.16	-1.97	0.0229895	-0.0417504	0.328902
1.17	-1.97	0.0234106	-0.0412903	0.325958
1.18	-1.97	0.0237994	-0.0408205	0.323104
1.19	-1.97	0.0241386	-0.0403545	0.320446
1.2	-1.97	0.0244259	-0.0399063	0.318038
1.21	-1.97	0.0246766	-0.0394792	0.315838
1.22	-1.97	0.0249146	-0.0390647	0.313739
1.23	-1.97	0.0251615	-0.0386485	0.311624
1.24	-1.97	0.0254296	-0.0382185	0.309412
1.25	-1.97	0.0257176	-0.0377681	0.307085
1.26	-1.97	0.02601	-0.0372951	0.30468
1.27	-1.97	0.0262821	-0.036801	0.302271
1.28	-1.97	0.0265099	-0.0362985	0.299966
1.29	-1.97	0.0266801	-0.035819	0.297902
1.3	-1.97	0	0	0
1.31	-1.97	0.0268588	-0.0350585	0.294889
1.32	-1.97	0	0	0
1.33	-1.97	0	0	0
1.34	-1.97	0	0	0
1.35	-1.97	0	0	0
1.36	-1.97	0	0	0
1.37	-1.97	0	0	0
1.38	-1.97	0	0	0
1.39	-1.97	0	0	0
1.4	-1.97	0	0	0
0.2	-1.96	0	0	0
0.21	-1.96	0	0	0
0.22	-1.96	0	0	0
0.23	-1.96	0	0	0
0.24	-1.96	0	0	0
0.25	-1.96	0	0	0
0.26	-1.96	0	0	0
0.27	-1.96	0	0	0
0.28	-1.96	0	0	0
0.29	-1.96	0	0	0
0.3	-1.96	0	0	0
0.31	-1.96	0	0	0
0.32	-1.96	0	0	0
0.33	-1.96	0	0	0
0.34	-1.96	0	0	0
0.35	-1.96	0	0	0
0.36	-1.96	0	0	0
0.37	-1.96	0	0	0
0.38	-1.96	0	0	0
0.39	-1.96	0	0	0
0.4	-1.96	0	0	0
0.41	-1.96	0	0	0
0.42	-1.96	0	0	0
0.43	-1.96	0	0	0
0.44	-1.96	0	0	0
0.45	-1.96	0	0	0
0.46	-1.96	0	0	0
0.47	-1.96	0	0	0
0.48	-1.96	0	0	0
0.49	-1.96	0	0	0
0.5	-1.96	0	0	0
0.51	-1.96	0	0	0
0.52	-1.96	0	0	0
0.53	-1.96	0	0	0
0.54	-1.96	0	0	0
0.55	-1.96	0	0	0
0.56	-1.96	0	0	0
0.57	-1.96	0	0	0
0.58	-1.96	0	0	0
0.59	-1.96	0	0	0
0.6	-1.96	0	0	0
0.61	-1.96	0	0	0
0.62	-1.96	0	0	0
0.63	-1.96	0	0	0
0.64	-1.96	0	0	0
0.65	-1.96	0	0	0
0.66	-1.96	0	0	0
0.67	-1.96	0	0	0
0.68	-1.96	0	0	0
0.69	-1.96	0	0	0
0.7	-1.96	0	0	0
0.71	-1.96	0	0	0
0.72	-1.96	0	0	0
0.73	-1.96	0	0	0
0.74	-1.96	0	0	0
0.75	-1.96	0	0	0
0.76	-1.96	0	0	0
0.77	-1.96	0	0	0
0.78	-1.96	0	0	0
0.79	-1.96	0	0	0
0.8	-1.96	0	0	0
0.81	-1.96	0	0	0
0.82	-1.96	0	0	0
0.83	-1.96	0	0	0
0.84	-1.96	0	0	0
0.85	-1.96	0	0	0
0.86	-1.96	0	0	0
0.87	-1.96	0	0	0
0.88	-1.96	0	0	0
0.89	-1.96	0	0	0
0.9	-1.96	0	0	0
0.91	-1.96	0	0	0
0.92	-1.96	0	0	0
0.93	-1.96	0	0	0
0.94	-1.96	0	0	0
0.95	-1.96	0	0	0
0.96	-1.96	0	0	0
0.97	-1.96	0	0	0
0.98	-1.96	0	0	0
0.99	-1.96	0	0	0
1	-1.96	0.0152456	-0.0489547	0.378861
1.01	-1.96	0.0154591	-0.0486501	0.377286
1.02	-1.96	0.0158145	-0.0483236	0.37506
1.03	-1.96	0.0163445	-0.0479582	0.372004
1.04	-1.96	0.017016	-0.0475481	0.368243
1.05	-1.96	0.0177272	-0.0471112	0.364247
1.06	-1.96	0.018395	-0.0466714	0.360427
1.07	-1.96	0.0190053	-0.0462371	0.356863
1.08	-1.96	0.0195758	-0.0458051	0.353472
1.09	-1.96	0.0201198	-0.045372	0.35019
1.1	-1.96	0.0206431	-0.0449368	0.346988
1.11	-1.96	0.0211476	-0.0445	0.343856
1.12	-1.96	0.0216345	-0.0440623	0.34079
1.13	-1.96	0.0221068	-0.043624	0.337775
1.14	-1.96	0.0225695	-0.0431842	0.33479
1.15	-1.96	0.0230254	-0.0427409	0.331819
1.16	-1.96	0.0234698	-0.0422899	0.328866
1.17	-1.96	0.0238869	-0.0418262	0.325973
1.18	-1.96	0.0242564	-0.0413498	0.32321
1.19	-1.96	0.0245676	-0.0408686	0.320641
1.2	-1.96	0.0248284	-0.0403949	0.318277
1.21	-1.96	0.0250613	-0.0399356	0.316068
1.22	-1.96	0.0252924	-0.0394877	0.313916
1.23	-1.96	0.0255426	-0.0390416	0.311726
1.24	-1.96	0.0258204	-0.0385887	0.309442
1.25	-1.96	0.026117	-0.0381259	0.30708
1.26	-1.96	0.0264048	-0.0376532	0.304716
1.27	-1.96	0.0266486	-0.0371662	0.302433
1.28	-1.96	0.0268239	-0.0366621	0.300282
1.29	-1.96	0.0269282	-0.0361575	0.298324
1.3	-1.96	0.0269775	-0.0356907	0.296643
1.31	-1.96	0.0269929	-0.0352969	0.295298
1.32	-1.96	0	0	0
1.33	-1.96	0	0	0
1.34	-1.96	0	0	0
1.35	-1.96	0	0	0
1.36	-1.96	0	0	0
1.37	-1.96	0	0	0
1.38	-1.96	0	0	0
1.39	-1.96	0	0	0
1.4	-1.96	0	0	0
0.2	-1.95	0	0	0
0.21	-1.95	0	0	0
0.22	-1.95	0	0	0
0.23	-1.95	0	0	0
0.24	-1.95	0	0	0
0.25	-1.95	0	0	0
0.26	-1.95	0	0	0
0.27	-1.95	0	0	0
0.28	-1.95	0	0	0
0.29	-1.95	0	0	0
0.3	-1.95	0	0	0
0.31	-1.95	0	0	0
0.32	-1.95	0	0	0
0.33	-1.95	0	0	0
0.34	-1.95	0	0	0
0.35	-1.95	0	0	0
0.36	-1.95	0	0	0
0.37	-1.95	0	0	0
0.38	-1.95	0	0	0
0.39	-1.95	0	0	0
0.4	-1.95	0	0	0
0.41	-1.95	0	0	0
0.42	-1.95	0	0	0
0.43	-1.95	0	0	0
0.44	-1.95	0	0	0
0.45	-1.95	0	0	0
0.46	-1.95	0	0	0
0.47	-1.95	0	0	0
0.48	-1.95	0	0	0
0.49	-1.95	0	0	0
0.5	-1.95	0	0	0
0.51	-1.95	0	0	0
0.52	-1.95	0	0	0
0.53	-1.95	0	0	0
0.54	-1.95	0	0	0
0.55	-1.95	0	0	0
0.56	-1.95	0	0	0
0.57	-1.95	0	0	0
0.58	-1.95	0	0	0
0.59	-1.95	0	0	0
0.6	-1.95	0	0	0
0.61	-1.95	0	0	0
0.62	-1.95	0	0	0
0.63	-1.95	0	0	0
0.64	-1.95	0	0	0
0.65	-1.95	0	0	0
0.66	-1.95	0	0	0
0.67	-1.95	0	0	0
0.68	-1.95	0	0	0
0.69	-1.95	0	0	0
0.7	-1.95	0	0	0
0.71	-1.95	0	0	0
0.72	-1.95	0	0	0
0.73	-1.95	0	0	0
0.74	-1.95	0	0	0
0.75	-1.95	0	0	0
0.76	-1.95	0	0	0
0.77	-1.95	0	0	0
0.78	-1.95	0	0	0
0.79	-1.95	0	0	0
0.8	-1.95	0	0	0
0.81	-1.95	0	0	0
0.82	-1.95	0	0	0
0.83	-1.95	0	0	0
0.84	-1.95	0	0	0
0.85	-1.95	0	0	0
0.86	-1.95	0	0	0
0.87	-1.95	0	0	0
0.88	-1.95	0	0	0
0.89	-1.95	0	0	0
0.9	-1.95	0	0	0
0.91	-1.95	0	0	0
0.92	-1.95	0	0	0
0.93	-1.95	0	0	0
0.94	-1.95	0	0	0
0.95	-1.95	0	0	0
0.96	-1.95	0	0	0
0.97	-1.95	0	0	0
0.98	-1.95	0	0	0
0.99	-1.95	0	0	0
1	-1.95	0.0155677	-0.0498663	0.379567
1.01	-1.95	0.0158229	-0.0495258	0.377772
1.02	-1.95	0.0162366	-0.0491601	0.375263
1.03	-1.95	0.016826	-0.0487611	0.371948
1.04	-1.95	0.017533	-0.0483311	0.36807
1.05	-1.95	0.0182519	-0.0478855	0.364101
1.06	-1.95	0.0189179	-0.0474388	0.360345
1.07	-1.95	0.0195291	-0.0469945	0.35682
1.08	-1.95	0.0201034	-0.0465501	0.353447
1.09	-1.95	0.0206524	-0.0461041	0.350172
1.1	-1.95	0.0211806	-0.0456561	0.346974
1.11	-1.95	0.0216902	-0.0452069	0.343845
1.12	-1.95	0.0221844	-0.0447573	0.340773
1.13	-1.95	0.0226685	-0.0443076	0.337738
1.14	-1.95	0.0231476	-0.0438578	0.334721
1.15	-1.95	0.0236206	-0.0434076	0.331726
1.16	-1.95	0.0240737	-0.0429553	0.328798
1.17	-1.95	0.0244839	-0.042496	0.326001
1.18	-1.95	0.0248334	-0.0420244	0.323379
1.19	-1.95	0.0251213	-0.04154	0.320932
1.2	-1.95	0.0253647	-0.0410488	0.318621
1.21	-1.95	0.0255903	-0.040559	0.316386
1.22	-1.95	0.0258237	-0.0400736	0.314152
1.23	-1.95	0.0260827	-0.0395892	0.311856
1.24	-1.95	0.0263701	-0.0391026	0.309478
1.25	-1.95	0.0266685	-0.0386178	0.307082
1.26	-1.95	0.0269411	-0.0381424	0.304792
1.27	-1.95	0.0271476	-0.0376719	0.302697
1.28	-1.95	0.0272646	-0.037186	0.300789
1.29	-1.95	0	0	0
1.3	-1.95	0	0	0
1.31	-1.95	0	0	0
1.32	-1.95	0	0	0
1.33	-1.95	0	0	0
1.34	-1.95	0	0	0
1.35	-1.95	0	0	0
1.36	-1.95	0	0	0
1.37	-1.95	0	0	0
1.38	-1.95	0	0	0
1.39	-1.95	0	0	0
1.4	-1.95	0	0	0
0.2	-1.94	0	0	0
0.21	-1.94	0	0	0
0.22	-1.94	0	0	0
0.23	-1.94	0	0	0
0.24	-1.94	0	0	0
0.25	-1.94	0	0	0
0.26	-1.94	0	0	0
0.27	-1.94	0	0	0
0.28	-1.94	0	0	0
0.29	-1.94	0	0	0
0.3	-1.94	0	0	0
0.31	-1.94	0	0	0
0.32	-1.94	0	0	0
0.33	-1.94	0	0	0
0.34	-1.94	0	0	0
0.35	-1.94	0	0	0
0.36	-1.94	0	0	0
0.37	-1.94	0	0	0
0.38	-1.94	0	0	0
0.39	-1.94	0	0	0
0.4	-1.94	0	0	0
0.41	-1.94	0	0	0
0.42	-1.94	0	0	0
0.43	-1.94	0	0	0
0.44	-1.94	0	0	0
0.45	-1.94	0	0	0
0.46	-1.94	0	0	0
0.47	-1.94	0	0	0
0.48	-1.94	0	0	0
0.49	-1.94	0	0	0
0.5	-1.94	0	0	0
0.51	-1.94	0	0	0
0.52	-1.94	0	0	0
0.53	-1.94	0	0	0
0.54	-1.94	0	0	0
0.55	-1.94	0	0	0
0.56	-1.94	0	0	0
0.57	-1.94	0	0	0
0.58	-1.94	0	0	0
0.59	-1.94	0	0	0
0.6	-1.94	0	0	0
0.61	-1.94	0	0	0
0.62	-1.94	0	0	0
0.63	-1.94	0	0	0
0.64	-1.94	0	0	0
0.65	-1.94	0	0	0
0.66	-1.94	0	0	0
0.67	-1.94	0	0	0
0.68	-1.94	0	0	0
0.69	-1.94	0	0	0
0.7	-1.94	0	0	0
0.71	-1.94	0	0	0
0.72	-1.94	0	0	0
0.73	-1.94	0	0	0
0.74	-1.94	0	0	0
0.75	-1.94	0	0	0
0.76	-1.94	0	0	0
0.77	-1.94	0	0	0
0.78	-1.94	0	0	0
0.79	-1.94	0	0	0
0.8	-1.94	0	0	0
0.81	-1.94	0	0	0
0.82	-1.94	0	0	0
0.83	-1.94	0	0	0
0.84	-1.94	0	0	0
0.85	-1.94	0	0	0
0.86	-1.94	0	0	0
0.87	-1.94	0	0	0
0.88	-1.94	0	0	0
0.89	-1.94	0	0	0
0.9	-1.94	0	0	0
0.91	-1.94	0	0	0
0.92	-1.94	0	0	0
0.93	-1.94	0	0	0
0.94	-1.94	0	0	0
0.95	-1.94	0	0	0
0.96	-1.94	0	0	0
0.97	-1.94	0	0	0
0.98	-1.94	0	0	0
0.99	-1.94	0	0	0
1	-1.94	0.0159217	-0.0508308	0.38025
1.01	-1.94	0.016232	-0.0504683	0.378222
1.02	-1.94	0.0167146	-0.0500733	0.375419
1.03	-1.94	0.0173638	-0.0496429	0.371857
1.04	-1.94	0.018097	-0.0491874	0.36789
1.05	-1.94	0.0188138	-0.0487236	0.363963
1.06	-1.94	0.0194717	-0.0482606	0.360272
1.07	-1.94	0.0200792	-0.0477986	0.356784
1.08	-1.94	0.0206528	-0.0473352	0.353427
1.09	-1.94	0.0212015	-0.0468692	0.35016
1.1	-1.94	0.0217291	-0.0464006	0.346967
1.11	-1.94	0.0222387	-0.0459298	0.343836
1.12	-1.94	0.0227354	-0.0454574	0.340747
1.13	-1.94	0.0232266	-0.044984	0.337675
1.14	-1.94	0.0237161	-0.0445111	0.334612
1.15	-1.94	0.0241962	-0.0440424	0.331596
1.16	-1.94	0.0246459	-0.0435809	0.32871
1.17	-1.94	0.025042	-0.0431253	0.326029
1.18	-1.94	0.0253754	-0.0426675	0.323558
1.19	-1.94	0.0256557	-0.0421983	0.321236
1.2	-1.94	0.0259046	-0.041714	0.318981
1.21	-1.94	0.0261464	-0.0412172	0.31672
1.22	-1.94	0.0264007	-0.0407118	0.314405
1.23	-1.94	0.026676	-0.040198	0.312011
1.24	-1.94	0.0269663	-0.0396763	0.309558
